scenario,n_items,n_trials,tail_q,mc_reps,metric,estimator,estimand,truth,estimate_mean,bias,rmse,estimate_sd,negative_rate
null_effect,300,20,0.1,12,wtd,split_oracle_comparison,oracle_tail,0.0,-0.0010069444444444464,-0.0010069444444444464,0.0226599502973732,0.023644166923140638,0.5
null_effect,300,20,0.1,12,wtd,split,noisy_selected_set,0.0,-0.0010069444444444464,-0.0010069444444444464,0.0226599502973732,0.023644166923140638,0.5
null_effect,300,20,0.2,12,signed,signed,latent_metric,0.0,0.002347222222222223,0.002347222222222223,0.008369781403402405,0.008391150441024503,0.25
null_effect,300,20,0.2,12,ins,raw,latent_metric,0.0,0.11348611111111112,0.11348611111111112,0.11355316710360508,0.004075337460981048,0.0
null_effect,300,20,0.2,12,ins,adjusted,latent_metric,0.0,0.004100115740740742,0.004100115740740742,0.005988323136349571,0.004558596063526923,0.08333333333333333
null_effect,300,20,0.2,12,wtd,raw,oracle_tail,0.0,0.19638888888888892,0.19638888888888892,0.1966975611327084,0.011505012814652564,0.0
null_effect,300,20,0.2,12,wtd,adjusted,oracle_tail,0.0,4.3402777777772995e-05,4.3402777777772995e-05,0.012719574345637816,0.013285084776809142,0.5
null_effect,300,20,0.2,12,wtd,split_oracle_comparison,oracle_tail,0.0,-0.0030960648148148136,-0.0030960648148148136,0.01218010320805824,0.012303848480924376,0.5833333333333334
null_effect,300,20,0.2,12,wtd,split,noisy_selected_set,0.0,-0.0030960648148148136,-0.0030960648148148136,0.01218010320805824,0.012303848480924376,0.5833333333333334
null_effect,300,50,0.05,12,signed,signed,latent_metric,0.0,0.0004166666666666668,0.0004166666666666668,0.004995294081729619,0.00519923265511558,0.4166666666666667
null_effect,300,50,0.05,12,ins,raw,latent_metric,0.0,0.07229444444444444,0.07229444444444444,0.07240045273032177,0.00409063560627192,0.0
null_effect,300,50,0.05,12,ins,adjusted,latent_metric,0.0,0.001240046296296297,0.001240046296296297,0.004044223847387499,0.0040205877061335535,0.4166666666666667
null_effect,300,50,0.05,12,wtd,raw,oracle_tail,0.0,0.18666666666666668,0.18666666666666668,0.18762136812681487,0.019743813760724673,0.0
null_effect,300,50,0.05,12,wtd,adjusted,oracle_tail,0.0,0.00048148148148147163,0.00048148148148147163,0.019866232181014028,0.020743507812052194,0.6666666666666666
null_effect,300,50,0.05,12,wtd,split_oracle_comparison,oracle_tail,0.0,-0.0006898148148148171,-0.0006898148148148171,0.025241890479506954,0.026354448108273056,0.5833333333333334
null_effect,300,50,0.05,12,wtd,split,noisy_selected_set,0.0,-0.0006898148148148171,-0.0006898148148148171,0.025241890479506954,0.026354448108273056,0.5833333333333334
null_effect,300,50,0.1,12,signed,signed,latent_metric,0.0,0.0008388888888888891,0.0008388888888888891,0.004781406890430039,0.004916552814980389,0.5
null_effect,300,50,0.1,12,ins,raw,latent_metric,0.0,0.07240555555555556,0.07240555555555556,0.0724420764780003,0.002402264644221246,0.0
null_effect,300,50,0.1,12,ins,adjusted,latent_metric,0.0,0.0014217592592592604,0.0014217592592592604,0.002664920338682311,0.002354199579142818,0.3333333333333333
null_effect,300,50,0.1,12,wtd,raw,oracle_tail,0.0,0.15694444444444444,0.15694444444444444,0.1571817772870351,0.009018312831675679,0.0
null_effect,300,50,0.1,12,wtd,adjusted,oracle_tail,0.0,-0.000803240740740741,-0.000803240740740741,0.007907031986490936,0.008215902040741484,0.5833333333333334
null_effect,300,50,0.1,12,wtd,split_oracle_comparison,oracle_tail,0.0,-0.002537037037037037,-0.002537037037037037,0.012527033524743244,0.012812920127153337,0.75
null_effect,300,50,0.1,12,wtd,split,noisy_selected_set,0.0,-0.002537037037037037,-0.002537037037037037,0.012527033524743244,0.012812920127153337,0.75
null_effect,300,50,0.2,12,signed,signed,latent_metric,0.0,0.0024555555555555554,0.0024555555555555554,0.004913172016046177,0.0044447525145754644,0.3333333333333333
null_effect,300,50,0.2,12,ins,raw,latent_metric,0.0,0.07187777777777778,0.07187777777777778,0.07193323035725303,0.002949519164145788,0.0
null_effect,300,50,0.2,12,ins,adjusted,latent_metric,0.0,0.0004210648148148197,0.0004210648148148197,0.003019436884552187,0.003122883898203275,0.5833333333333334
null_effect,300,50,0.2,12,wtd,raw,oracle_tail,0.0,0.12455555555555554,0.12455555555555554,0.12479360738613354,0.00804699998472778,0.0
null_effect,300,50,0.2,12,wtd,adjusted,oracle_tail,0.0,-0.0010486111111111113,-0.0010486111111111113,0.008669489242410991,0.00898850529359688,0.5833333333333334
null_effect,300,50,0.2,12,wtd,split_oracle_comparison,oracle_tail,0.0,-0.002034722222222222,-0.002034722222222222,0.010276986330888423,0.01052147691967569,0.5
null_effect,300,50,0.2,12,wtd,split,noisy_selected_set,0.0,-0.002034722222222222,-0.002034722222222222,0.010276986330888423,0.01052147691967569,0.5
diffuse,300,2,0.05,12,signed,signed,latent_metric,-0.07999999999999997,-0.08097222222222222,-0.0009722222222222493,0.02991887178502707,0.031232739340858445,1.0
diffuse,300,2,0.05,12,ins,raw,latent_metric,0.07999999999999997,0.34180555555555553,0.2618055555555556,0.2622882744022098,0.01661291838416891,0.0
diffuse,300,2,0.05,12,ins,adjusted,latent_metric,0.07999999999999997,0.1887210648148148,0.10872106481481482,0.11115698741860747,0.02417224368071676,0.0
diffuse,300,2,0.05,12,wtd,raw,oracle_tail,0.08000000000000004,0.9861111111111112,0.9061111111111111,0.9072812459536783,0.048112522432468795,0.0
diffuse,300,2,0.05,12,wtd,adjusted,oracle_tail,0.08000000000000004,0.23576388888888888,0.1557638888888889,0.16779121006446407,0.06515576658863807,0.0
diffuse,300,2,0.05,12,wtd,split_oracle_comparison,oracle_tail,0.08000000000000004,0.09363425925925928,0.01363425925925922,0.10958392010357856,0.11356732494092958,0.25
diffuse,300,2,0.05,12,wtd,split,noisy_selected_set,0.07999999999999997,0.09363425925925928,0.013634259259259271,0.10958392010357858,0.11356732494092958,0.25
diffuse,300,2,0.1,12,signed,signed,latent_metric,-0.07999999999999997,-0.08583333333333332,-0.00583333333333336,0.03412938345201705,0.03512244095426539,1.0
diffuse,300,2,0.1,12,ins,raw,latent_metric,0.07999999999999997,0.33805555555555555,0.2580555555555556,0.25865750270135934,0.018420362762708132,0.0
diffuse,300,2,0.1,12,ins,adjusted,latent_metric,0.07999999999999997,0.17511574074074074,0.09511574074074075,0.0984646147090123,0.026593428028903493,0.0
diffuse,300,2,0.1,12,wtd,raw,oracle_tail,0.08000000000000003,0.838888888888889,0.7588888888888888,0.7619127975766722,0.07082961962932607,0.0
diffuse,300,2,0.1,12,wtd,adjusted,oracle_tail,0.08000000000000003,0.2031828703703704,0.12318287037037036,0.14544799730579822,0.0807764616991677,0.0
diffuse,300,2,0.1,12,wtd,split_oracle_comparison,oracle_tail,0.08000000000000003,0.058564814814814826,-0.02143518518518521,0.07066851740238968,0.07033353412985098,0.3333333333333333
